,ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
12065,0x1015f,CUS_0x3e7b,February,Katie Reido,28,956-13-1252,Lawyer,15648.785,1230.0654166666666,1,6,2,4,"Student Loan, Student Loan, Student Loan, and Home Equity Loan",1,7,1.99,2.0,Good,133.99,25.8297944829736,19 Years and 0 Months,No,40.5825819465912,75.41339275493912,Low_spent_Medium_value_payments,287.0105669651363,Poor
12066,0x9852,CUS_0xac2b,January,illg,40,080-40-4889,Teacher,15723.705,1191.30875,7,3,6,4,"Credit-Builder Loan, Auto Loan, Personal Loan, and Mortgage Loan",8,8,5.68,3.0,_,632.13,26.81525024199129,,No,29.31306813104736,17.788008144464143,High_spent_Large_value_payments,312.0297987244885,Standard
12067,0xae01,CUS_0x8ede,August,Maidmentk,16_,316-99-0677,Doctor,8359.475,748.6229166666667,8,9,21,9,"Mortgage Loan, Home Equity Loan, Not Specified, Student Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Not Specified",30,25,_,1940.0,Bad,2169.59,24.19322888591791,16 Years and 8 Months,Yes,62.527260620023725,41.79582754903914,Low_spent_Small_value_payments,260.5392034976038,Poor
12068,0x22307,CUS_0x4c0,June,Ken Willsh,39,880-98-7137,Media_Manager,74017.08,,6,10,20,6,"Debt Consolidation Loan, Personal Loan, Mortgage Loan, Student Loan, Mortgage Loan, and Credit-Builder Loan",58,25,17.76,,_,4686.94,31.66704422309833,3 Years and 2 Months,Yes,218.99971147675876,312.1113223219812,Low_spent_Small_value_payments,396.39796620126015,Standard
12069,0x1521d,CUS_0x1343,August,Aubinm,21,443-92-7114,Teacher,125280.36,10704.03,0,5,3,4,"Debt Consolidation Loan, Student Loan, Home Equity Loan, and Mortgage Loan",2,5,11.69,0.0,Good,1388.43,32.426284137939646,,No,305.72277620000597,145.34336201210874,High_spent_Large_value_payments,859.3368617878853,Good
12070,0x719f,CUS_0x95cf,June,Lashw,25,685-36-3528,Writer,40105.03,3515.085833333333,2,6,4,1,Auto Loan,3,2165,6.55,3.0,Good,618.37,33.70880084794812,,No,17.861333199761017,212.7789351202124,Low_spent_Large_value_payments,390.8683150133599,Standard
12071,0xcb6a,CUS_0x219b,January,Davidc,41,040-12-6776,Accountant,48072.27,,7,5,15,9,"Not Specified, Not Specified, Personal Loan, Student Loan, Student Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, and Student Loan",52,16,7.37,12.0,Bad,1434.39,27.179342594944053,6 Years and 8 Months,Yes,21371.0,96.73317212987044,High_spent_Large_value_payments,253.31000177096345,Standard
12072,0x645b,CUS_0x5deb,June,"SaPinto"" Tommyl",19,091-76-5591,Doctor,59681.56,5229.463333333333,6,3,6,-100,"Mortgage Loan, Payday Loan, and Home Equity Loan",17,20,18.99,5.0,_,55.92,28.52033693618926,18 Years and 10 Months,NM,116.24518060143578,429.3148202765375,Low_spent_Small_value_payments,267.3863324553601,Standard
12073,0x10701,CUS_0xa267,April,Nicolae,46,242-22-1951,Doctor,129727.4,11076.616666666669,3,4,19,2,"Personal Loan, and Student Loan",23,17_,6.68,5.0,Standard,1111.92,27.08416775144808,31 Years and 2 Months,NM,175.05634069915615,1014.227976132975,Low_spent_Small_value_payments,208.3773498345355,Good
12074,0x4b73,CUS_0x41dc,February,Deepay,22,054-35-0954,Accountant,10132.985,842.4154166666667,9,7,29,7,"Debt Consolidation Loan, Payday Loan, Student Loan, Not Specified, Mortgage Loan, Auto Loan, and Not Specified",55,26,9.8,6.0,Bad,1933.63,30.78248807464837,14 Years and 10 Months,Yes,45.29827328767791,32.98118449576207,!@9#%8,295.9620838832267,Poor
12075,0x25838,CUS_0x76fb,March,Margaret Chadbourni,39,823-20-1441,_______,36825.36,,6,5,13,4,"Credit-Builder Loan, Auto Loan, Payday Loan, and Not Specified",18,11,9.45,8.0,_,1078.41,34.546482523013644,18 Years and 3 Months,Yes,61.69087228139711,185.5140392391656,High_spent_Small_value_payments,318.7730884794373,Standard
12076,0x165c,CUS_0x5407,July,Annk,30,500-92-6408,Media_Manager,34081.38,,8,7,15,3,"Not Specified, Auto Loan, and Student Loan",30,11,17.13,5.0,Standard,1704.18,38.438505084064886,15 Years and 1 Months,NM,70.47833267207261,55.45978063925893,High_spent_Small_value_payments,395.17338668866836,Standard
12077,0x13bae,CUS_0x9469,January,Mutikanix,26,517-43-4607,Accountant,28582.04,2103.8366666666666,2,5,10,3,"Mortgage Loan, Personal Loan, and Debt Consolidation Loan",4,1,6.81,0.0,Good,299.8,31.40906313970335,15 Years and 7 Months,No,41.46045537642983,36.042546000155404,High_spent_Medium_value_payments,382.8806652900814,Good
12078,0x245f4,CUS_0x59d,July,Dave Clarkev,53,194-98-0440,Musician,119514.03,10031.5025,2,3,2,3,"Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",0,8,8.17,1.0,_,499.12,40.747793632663296,22 Years and 3 Months,No,165.72377189507796,272.6666640267913,High_spent_Medium_value_payments,814.7598140781308,Good
12079,0x2d85,CUS_0x4038,August,Piersona,19_,983-48-0825,Architect,37807.28_,2933.606666666666,1,2,4,2,"Personal Loan, and Debt Consolidation Loan",5,7,2.05,3.0,Good,108.85,24.956378713600444,20 Years and 8 Months,No,62.47570431841321,143.80538383492149,High_spent_Small_value_payments,347.07957851333197,Standard
12080,0x464f,CUS_0x137d,June,Frencho,33,193-22-4579,_______,43655.04,3794.92,5,7,5,4,"Payday Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",6,0,2.71,0.0,Good,97.41,30.322294756031557,29 Years and 6 Months,No,131.23623588219482,120.35743211559334,High_spent_Medium_value_payments,377.8983320022118,Standard
12081,0x2d16,CUS_0x122c,May,Papadimasf,47,883-73-9594,Entrepreneur,36346.13,3188.8441666666663,8,6,11,3_,"Credit-Builder Loan, Home Equity Loan, and Auto Loan",26,18,10.54,4.0,Good,1252.46,28.041386502213022,21 Years and 11 Months,No,89.06155404212532,333.3693331262578,Low_spent_Small_value_payments,186.4535294982836,Good
12082,0xd896,CUS_0xac7e,January,"""John ODonnell""e",50,592-74-1031,Scientist,91516.44,,2,4,12,4,"Student Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",9,5,11.73,4.0,Good,226.23,27.830192638807247,16 Years and 4 Months,NM,237.86541697410573,165.9523802198251,High_spent_Large_value_payments,620.6192028060691,Good
12083,0x6d27,CUS_0x43e9,February,Rickh,23,585-43-2988,Writer,16674.26,1104.5216666666663,6,6,6,4,"Personal Loan, Auto Loan, Payday Loan, and Personal Loan",8,20,9.11,8.0,Standard,2187.49,29.442875621921424,17 Years and 8 Months,Yes,29.62010595462748,92.52805780982719,Low_spent_Medium_value_payments,268.304002902212,Poor
12084,0x1e4c2,CUS_0x5b9d,January,Saqib Iqbalp,44,192-16-9048,Mechanic,87966.95999999998,7564.579999999999,6,3,15,1,Student Loan,11,23,_,1.0,_,166.72,32.54427993067693,19 Years and 1 Months,Yes,64.35019526538515,185.67915916756982,High_spent_Large_value_payments,746.428645567045,Standard
12085,0x1f94f,CUS_0x4696,June,Paul Carreln,24,422-83-4403,Accountant,46783.08,4058.59,3,7,20,7,"Personal Loan, Personal Loan, Auto Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Student Loan",17,11,8.04,6.0,Standard,1558.33,37.302201116511725,13 Years and 8 Months,Yes,236.3197006260011,131.48833421272136,High_spent_Medium_value_payments,288.0509651612776,Standard
12086,0xb4fa,CUS_0x5528,May,Edwin Chanx,20,051-87-2119,Lawyer,20701.48,1909.1233333333328,8,9,25,8,"Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, Student Loan, Debt Consolidation Loan, and Payday Loan",43,21,24.5,10.0,Bad,3341.62,35.87306631804257,10 Years and 5 Months,Yes,119.73686597457264,195.69922671754543,Low_spent_Small_value_payments,165.47624064121524,Poor
12087,0x1b258,CUS_0x63c1,July,rac,46,790-66-8595,Scientist,93233.73,7762.4775,6,7,17,7,"Mortgage Loan, Personal Loan, Student Loan, Home Equity Loan, Personal Loan, Student Loan, and Auto Loan",11,20,16.51,7.0,_,783.92,35.43072042646276,13 Years and 4 Months,Yes,302.95280908361764,71.95454355984309,High_spent_Large_value_payments,641.3403973565393,Standard
12088,0x7446,CUS_0x6184,January,Sarahc,41,245-92-1411,_______,30416.28_,2346.69,5,4,4,0,,10,,1.33,3.0,Good,1021.07,25.840033636336212,18 Years and 4 Months,NM,0.0,113.35276388639599,Low_spent_Large_value_payments,391.31623611360396,Good
12089,0x23629,CUS_0xc0e2,August,David Sheppardi,14,866-54-9066,Teacher,30624.62,2319.0516666666667,7,7,4264,6,"Auto Loan, Payday Loan, Personal Loan, Not Specified, Personal Loan, and Student Loan",8,19,12.61,10.0,Standard,1738.56,31.169108452070912,9 Years and 8 Months,Yes,111.84351016105283,23.695510309423003,High_spent_Large_value_payments,336.3661461961908,Good
12090,0x1b59b,CUS_0x9e04,February,Andreia,23,526-03-5099,Doctor,32889.64,2687.8033333333333,5,6,6,2,"Not Specified, and Auto Loan",24,10,17.69,5.0,_,177.66,36.82526041012762,12 Years and 4 Months,Yes,47.12580761381851,69.72314753778736,High_spent_Medium_value_payments,401.9313781817275,Standard
12091,0x11bda,CUS_0x40f9,January,Kevin Drawbaughx,46,455-57-8774,Architect,122364.84,10078.07,8,4,10,0,,5,21,1.6,0.0,Standard,1063.73,28.39355317684355,,No,0.0,393.7884806650493,High_spent_Medium_value_payments,864.0185193349507,Standard
12092,0x1ff64,CUS_0x4e42,March,Camposj,37,473-82-4532,Scientist,42829.15_,3535.0958333333333,0,5,3,1,Debt Consolidation Loan,1,4,5.21,3.0,Good,590.76,24.271475967606765,32 Years and 4 Months,No,25.306032448873378,,High_spent_Large_value_payments,501.8885663406464,Good
12093,0x1c1b7,CUS_0xb77f,June,Gregd,27,047-56-2054,Engineer,20355.43_,1621.2858333333334,7,7,26,6,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Student Loan, Personal Loan, and Payday Loan",31,16,3.47,14.0,Bad,1948.2,32.06835654892228,13 Years and 1 Months,Yes,62.70753846433135,66.40188036512424,High_spent_Small_value_payments,293.01916450387773,Standard
12094,0x6b4c,CUS_0x1439,July,Andreah,23,861-71-4122,Media_Manager,102383.19,,6,5,17,4,"Mortgage Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",29,13,9.49,10.0,Standard,1407.61,34.335518072795445,24 Years and 7 Months,Yes,180.09918457166768,181.37699554784862,High_spent_Large_value_payments,732.5170698804837,Standard
12095,0x1749d,CUS_0x1f49,August,Leika Kiharad,32,625-16-2020,Doctor,85770.42,7386.535,4,6,3,2,"Personal Loan, and Student Loan",13,9,7.15,2.0,Good,257.8,33.155250149682004,17 Years and 3 Months,No,75.05142237034735,368.90961205770935,!@9#%8,554.6924655719433,Good
12096,0x1c1ef,CUS_0x8b2c,February,Janw,25,183-84-8459,Entrepreneur,71479.6,6184.633333333334,1,3,8,4,"Home Equity Loan, Credit-Builder Loan, Payday Loan, and Student Loan",16,,11.3,1.0,Good,519.66,38.05475850124183,,No,184.0252903291865,253.71542736190705,High_spent_Medium_value_payments,430.72261564223993,Poor
12097,0x1c788,CUS_0x75e3,July,en Deightonr,22,143-28-6216,Scientist,14147.38,1091.9483333333333,7,10,30,3,"Personal Loan, Payday Loan, and Student Loan",60,21,7.54,12.0,Standard,2684.85,31.071659380212857,19 Years and 10 Months,Yes,25.78757345986844,91.15179965698776,Low_spent_Large_value_payments,262.2554602164772,Poor
12098,0x13092,CUS_0x9f55,January,Foos,19,507-29-6608,_______,14774.495,1374.2079166666667,3,6,16,1,Credit-Builder Loan,5,17,5.44,3.0,Standard,370.12,39.12996328230712,22 Years and 10 Months,No,8.373850111729508,15.361496149255565,High_spent_Medium_value_payments,363.6854454056816,Standard
12099,0xae9b,CUS_0xdd9,June,Stuart Grudgingss,53,107-35-7882,Musician,70978.78,5792.8983333333335,0,3,3,3,"Payday Loan, Payday Loan, and Mortgage Loan",9,,6.13,3.0,Good,967.88,41.83286785992439,33 Years and 2 Months,No,143.86997056769906,134.61505559712288,High_spent_Large_value_payments,540.8048071685114,Standard
12100,0x23446,CUS_0x1422,May,Eva Kuehnent,16,631-85-2071,Developer,57877.95,4531.1625,8,10,15,5,"Home Equity Loan, Not Specified, Not Specified, Debt Consolidation Loan, and Mortgage Loan",16,12,14.36,11.0,Standard,1805.92,37.380313486158535,19 Years and 9 Months,Yes,204.4724625889849,95.21740154400177,High_spent_Medium_value_payments,403.4263858670133,Standard
12101,0xb807,CUS_0xac56,June,Mike Dolanx,29,565-66-0493,Lawyer,120889.62,10100.135,3,6,7,0,,25,1,7.97,3.0,Good,1204.98,30.735045337637377,20 Years and 6 Months,No,0.0,134.77460466919337,High_spent_Large_value_payments,1115.2388953308066,Poor
12102,0x3650,CUS_0xbaf4,March,Brad Haynesl,50,808-03-7348,Musician,18268.61,1317.3841666666667,3,4,6,4,"Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Payday Loan",24,17,11.05,3.0,Standard,393.05,30.59338889468414,,Yes,42.07877620917242,113.76869672671819,Low_spent_Small_value_payments,265.89094373077603,Standard
12103,0x17a37,CUS_0xa62f,February,Alistair Barrm,33,053-99-4731,Musician,27324.7_,2295.058333333333,6,7,20,0,,20,18,16.49,6.0,_,1385.73,29.213050923814283,13 Years and 6 Months,Yes,0.0,85.52960655387432,High_spent_Small_value_payments,403.976226779459,Standard
12104,0x1251d,CUS_0xb03b,August,Protardg,42,005-71-5332,Entrepreneur,18869.78,1770.4816666666666,9,5,32,6,"Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Student Loan, and Home Equity Loan",38,21,6.27,11.0,Bad,1935.65,34.096026210937765,9 Years and 8 Months,Yes,56.841029355623576,56.16880457663123,High_spent_Small_value_payments,324.0383327344118,Poor
12105,0x195be,CUS_0x7d80,May,Carrollb,56,757-29-1383,Media_Manager,60919.84,5373.653333333333,0,6,7,3,"Debt Consolidation Loan, Auto Loan, and Home Equity Loan",6,2,11.88,1.0,Good,1338.17,23.896491165143072,19 Years and 11 Months,No,145.83849242288338,345.1945175560952,High_spent_Small_value_payments,306.3323233543547,Standard
12106,0x23f6c,CUS_0x40d4,March,Estelle Shirbong,27,286-96-2058,Mechanic,34428.72_,2923.06,4,3,9,5,"Mortgage Loan, Auto Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",6,21,9.48,12.0,Standard,478.11,31.07270321891489,7 Years and 9 Months,Yes,130.01871672380233,231.32266951588196,Low_spent_Large_value_payments,200.9646137603157,Standard
12107,0x139dc,CUS_0x9382,March,Morrisf,15,005-16-5195,Writer,9857.68,1041.4733333333334,8,8,30,8,"Mortgage Loan, Not Specified, Auto Loan, Payday Loan, Payday Loan, Auto Loan, Credit-Builder Loan, and Personal Loan",20,20,17.32,9.0,Bad,3017.34,38.730606031678576,8 Years and 1 Months,Yes,21026.0,85.10693006734982,Low_spent_Small_value_payments,274.97646861564067,Poor
12108,0x6586,CUS_0x2543,May,Robertai,34,272-87-2927,Manager,22438.27_,1856.855833333333,7,7,9,4,"Mortgage Loan, Debt Consolidation Loan, Student Loan, and Auto Loan",17,13,11.24,3.0,Standard,167.57,33.5948745550986,29 Years and 1 Months,No,58.436307958080775,46.038344297455495,High_spent_Medium_value_payments,331.2109310777971,Standard
12109,0x16a77,CUS_0xa4dc,February,David Millikenp,26,501-07-9854,Journalist,43802.10000000001,3468.175000000001,10,5,33,6,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",42,8,11.52,9.0,Standard,2156.04,29.45820608539055,9 Years and 4 Months,Yes,167.9030685385797,211.37797556512606,High_spent_Small_value_payments,227.53645589629429,Poor
12110,0x1cd2e,CUS_0xbe82,January,Michelleb,23,824-74-0001,Media_Manager,117502.8,9935.9,3,5,16,1,Not Specified,12,17,11.14,2.0,_,953.87_,38.11662601913404,19 Years and 1 Months,No,96.48132014804077,452.65772417924376,Low_spent_Small_value_payments,734.4509556727155,Standard
12111,0x16967,CUS_0x65bf,June,Wilkest,52,#F%$D@*&8,Writer,143552.0,,4,4,8,1,Auto Loan,4,1,10.38,1.0,Good,506.05,28.542592720527548,33 Years and 3 Months,No,79.66192634664648,1039.3429674352492,Low_spent_Large_value_payments,346.6617728847712,Good
12112,0x17dbb,CUS_0x9a4b,February,Alex Dobuzinskiso,40,817-31-4270,Doctor,60379.28,,5,6,18,3,"Personal Loan, Mortgage Loan, and Credit-Builder Loan",15,12,6.83,1.0,Standard,725.39,38.0423661645561,17 Years and 0 Months,No,90.90638520111376,150.16450843708125,High_spent_Medium_value_payments,489.3897730284716,Standard
12113,0xaed4,CUS_0xc4a7,March,Tarmoz,35,009-76-0533,Accountant,104045.91,,5,7,9,2,"Student Loan, and Mortgage Loan",19,7,18.61,6.0,Standard,1.33,27.663810894127305,19 Years and 7 Months,Yes,93.709234474788,417.1139696924437,!@9#%8,621.0260458327684,Standard
12114,0x1b14a,CUS_0xbaa1,January,Colev,44,279-87-6544,Doctor,84687.54,,0,3,1,1,Auto Loan,9,10,8.75,4.0,Good,69.41,30.78004706929713,15 Years and 2 Months,No,64.18217564635987,,High_spent_Medium_value_payments,740.6255850076423,Standard
12115,0xe888,CUS_0xb7e,March,Saikat Chatterjeeo,24,395-85-0199,Mechanic,14441.54,,9,134,22,6,"Debt Consolidation Loan, Mortgage Loan, Payday Loan, Payday Loan, Auto Loan, and Debt Consolidation Loan",26,19,9.87,,Bad,2176.93,27.39949554985708,9 Years and 3 Months,Yes,47.799525750056496,117.69105075195296,Low_spent_Small_value_payments,261.45559016465717,Poor
12116,0x4a0f,CUS_0x2a75,June,Ashley Laui,43,079-38-0782,Teacher,86092.12,6929.343333333332,7,3,14,1,Student Loan,8,19,17.43,4.0,Standard,707.95,36.79053545837513,25 Years and 3 Months,NM,64.03988274021647,118.75762705183132,High_spent_Medium_value_payments,760.1368235412856,Standard
12117,0x78d4,CUS_0x3e8c,March,Poornimaz,48,295-13-5026,Journalist,35730.44_,2934.536666666667,5,6,3,4,"Auto Loan, Personal Loan, Personal Loan, and Credit-Builder Loan",11,16,1.65,4.0,Good,1185.95,22.077905475165434,,No,74.46925594436068,196.95226645181418,High_spent_Small_value_payments,282.0321442704918,Good
12118,0xef19,CUS_0xa4de,April,Pauli,19,394-01-9302,Engineer,35844.02,,3,7,13,1,Mortgage Loan,5,19,14.17,10.0,_,1072.28,34.69149709206022,20 Years and 6 Months,Yes,24.56853693521975,182.01372786846383,Low_spent_Medium_value_payments,343.71790186298307,Standard
12119,0x21e0c,CUS_0x64ed,March,Yinka Adegokeh,55,689-21-2670,Musician,28741.71,2606.1425,5,5,9,2,"Not Specified, and Debt Consolidation Loan",9,3,2.86,7.0,Good,993.17,36.99005506593998,27 Years and 3 Months,No,28.02880168176461,97.46429943773958,Low_spent_Medium_value_payments,415.1211488804959,Good
12120,0x1bd94,CUS_0x2fb9,March,Janz,25,421-61-6452,Writer,41048.83,3379.7358333333336,4,6,11,4,"Payday Loan, Home Equity Loan, Payday Loan, and Home Equity Loan",14,4,4.23,4.0,Good,1082.8,23.44521144490339,22 Years and 11 Months,No,110.698801025945,207.79040423071768,Low_spent_Medium_value_payments,299.48437807667074,Standard
12121,0x22bc7,CUS_0x128f,February,David Gaffenk,31,015-60-0619,Teacher,75816.52,6291.043333333334,6,9,22,5,"Not Specified, Not Specified, Student Loan, Mortgage Loan, and Home Equity Loan",20,24,27.85,9.0,Bad,2555.9,33.48202492610021,5 Years and 9 Months,Yes,158.16377910521788,68.30757083580313,High_spent_Large_value_payments,642.6329833923124,Poor
12122,0x1acb3,CUS_0x1c76,February,Karolina Tagarisj,16,756-17-9286,Entrepreneur,35075.0,3032.916666666666,6,3,9,5,"Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",6,12,1.63,7.0,Standard,1435.83,32.285471210342834,9 Years and 8 Months,Yes,144.3830351871895,110.8245411149116,High_spent_Medium_value_payments,298.08409036456555,Standard
12123,0xe8df,CUS_0x40c5,June,Katyaq,41,#F%$D@*&8,Journalist,34913.58,3076.465,4,4,4,4,"Mortgage Loan, Student Loan, Mortgage Loan, and Auto Loan",4,1,5.76,2.0,Good,758.31,38.64997422464785,25 Years and 4 Months,No,58.82788848446384,156.44120261129166,High_spent_Small_value_payments,352.3774089042446,Standard
12124,0x8b9e,CUS_0xaa3a,January,Antoni Slodkowskij,50,107-75-7844,Developer,111059.94,9154.995,5,7,2,0,,27,8,0.53,0.0,_,418.69,28.943823992102477,30 Years and 2 Months,NM,0.0,792.8208556594965,Low_spent_Small_value_payments,412.6786443405037,Poor
12125,0x1c4f5,CUS_0xe42,August,Kirstinu,31,514-11-6434,Mechanic,80541.51,,4,1238,20,0,,18,16,10.81,1.0,Standard,345.22_,40.61147838497724,26 Years and 11 Months,Yes,0.0,,High_spent_Large_value_payments,818.8312520798787,Poor
12126,0x8d7f,CUS_0x42b1,February,Ransdell Piersone,21,468-45-3404,Entrepreneur,88463.25,7609.9375,5,3,6,6,"Debt Consolidation Loan, Personal Loan, Student Loan, Payday Loan, Auto Loan, and Debt Consolidation Loan",12,11,11.66,5.0,Standard,827.79,25.799441805938788,6 Years and 8 Months,Yes,243.35816926767924,158.21648150422027,High_spent_Medium_value_payments,609.4190992281005,Standard
12127,0x11cd6,CUS_0x109d,January,Langep,-500,260-21-1290,Writer,49140.87,4377.0725,10,6,27,6,"Not Specified, Not Specified, Mortgage Loan, Mortgage Loan, Payday Loan, and Payday Loan",35,21,16.66,11.0,Bad,2950.8,28.875662088977247,,NM,154.17242632517255,113.5947068431238,High_spent_Large_value_payments,409.94011683170373,Standard
12128,0x3398,CUS_0xc3c1,March,Emmanuelx,15,512-79-2502,Musician,10320.67,779.0558333333332,8,8,27,4,"Payday Loan, Student Loan, Home Equity Loan, and Mortgage Loan",10,20,15.58,11.0,Standard,1759.88,27.089003632981328,16 Years and 10 Months,NM,31.353909972287568,71.25992652880049,!@9#%8,265.29174683224534,Poor
12129,0x9f8c,CUS_0x77ec,March,Yantoultraq,27,597-68-4770,Engineer,8761.63_,660.1358333333333,10,7,26,3,"Mortgage Loan, Debt Consolidation Loan, and Personal Loan",63,17,11.579999999999998,6.0,_,1968.72,32.023902152378795,10 Years and 3 Months,Yes,12.858403768196087,44.225895881361694,Low_spent_Small_value_payments,298.9292836837756,Poor
12130,0x10f1c,CUS_0x7334,March,Nick Brownd,37,196-83-8490,Lawyer,115661.32,9349.443333333336,8,3,13,2,"Not Specified, and Home Equity Loan",15,18,0.72,2.0,Standard,59.91,32.68374358087018,31 Years and 11 Months,No,115.04225915742704,93.33343824422249,High_spent_Large_value_payments,966.568635931684,Standard
12131,0x7ad8,CUS_0x97d5,March,Deutschl,21,401-45-8386,Engineer,18736.83,1682.4025,10,6,25,7,"Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Personal Loan, Credit-Builder Loan, Student Loan, and Debt Consolidation Loan",49,21,26.37,12.0,Bad,4384.76,28.03768337001077,0 Years and 5 Months,Yes,92.65003808175555,61.67523476766063,High_spent_Small_value_payments,273.91497715058387,Standard
12132,0x1ab43,CUS_0x115c,June,Ryan Vlastelicar,4556,956-28-3067,Engineer,41695.76,3401.646666666667,6,7,15,9,"Not Specified, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",24,21,25.99,8.0,Bad,4453.51,38.73667221571906,8 Years and 4 Months,Yes,302.8057257057672,150.03890734805609,Low_spent_Large_value_payments,157.32003361284345,Standard
12133,0x1f51e,CUS_0x3ce7,January,Rhys Jonesb,25,110-85-1519,Architect,7269.655,494.80458333333326,6,9,21,9,"Not Specified, Credit-Builder Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",16,15,21.72,6.0,Bad,4399.03,27.83495163616834,0 Years and 10 Months,Yes,33.849090392399376,58.41467275705933,Low_spent_Small_value_payments,247.21669518387463,Poor
12134,0x6ecd,CUS_0x5be7,April,Sheppardw,25,162-11-9944,Engineer,32382.37,2960.5308333333332,4,7,5,2,"Home Equity Loan, and Mortgage Loan",16,14,11.3,4.0,Standard,626.47,37.56316706025122,29 Years and 7 Months,No,38.773568179465656,274.67587387796937,Low_spent_Medium_value_payments,262.6036412758983,Good
12135,0x143c4,CUS_0xb7df,July,dae,46,061-83-0070,Accountant,53352.60000000001,4345.05,6,10,30,7,"Mortgage Loan, Student Loan, Payday Loan, Home Equity Loan, Payday Loan, Not Specified, and Personal Loan",29,23,17.81,13.0,Bad,3576.63,27.476920162075785,13 Years and 9 Months,Yes,245.9249415030019,297.0458966954205,Low_spent_Medium_value_payments,171.53416180157768,Standard
12136,0x21201,CUS_0x50dd,April,,-500,788-48-2100,Lawyer,41293.1,,5,4,13,2,"Payday Loan, and Personal Loan",10,22,8.78,7.0,Standard,1416.43,26.925289698570666,18 Years and 8 Months,Yes,47.714365072906226,89.44041795780596,High_spent_Medium_value_payments,484.4543836359545,Good
12137,0x12f60,CUS_0xbec6,July,Nicolaf,37,675-02-4667,_______,84215.13,6832.927500000002,5,5,6,5,"Personal Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Student Loan",26,10,_,6.0,Standard,150.68,40.48233950009571,5 Years and 7 Months,Yes,191.74207067093224,95.3534815049272,High_spent_Large_value_payments,636.1971978241406,Standard
12138,0x1d2b8,CUS_0xb85c,March,Costa Alisterj,39,236-77-8820,Journalist,17373.39_,1550.7825,4,6,20,5,"Auto Loan, Personal Loan, Not Specified, Credit-Builder Loan, and Student Loan",15,11,15.57,10.0,Standard,2537.45_,27.641175499375557,17 Years and 1 Months,Yes,54.03211205959445,183.19309779017917,Low_spent_Small_value_payments,207.8530401502264,Poor
12139,0x8551,CUS_0x9347,August,,18,406-68-6740,_______,33832.58,,8,5,22,8,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, Mortgage Loan, Not Specified, and Student Loan",54,22,3.42,12.0,_,3584.4,25.163018485706058,0 Years and 10 Months,Yes,150.27089126874677,31.688873082004427,High_spent_Medium_value_payments,348.9784023159156,Poor
12140,0x23385,CUS_0x69c3,April,Mark Felsenthalv,53,979-06-3778,Lawyer,43354.77,,1,4,4,1,Student Loan,0,12,5.23,5.0,Good,1159.33,32.15162822129836,16 Years and 6 Months,NM,29.916254436706645,__10000__,High_spent_Medium_value_payments,468.171093290298,Good
12141,0x90c7,CUS_0x938,February,Fiona Ortizn,25,982-93-3710,Architect,12593.445,763.4537499999999,4,4,7,2,"Personal Loan, and Credit-Builder Loan",5,,7.42,5.0,Standard,43.68,34.147978673911446,16 Years and 4 Months,NM,18.94454817970755,43.12426575380811,Low_spent_Small_value_payments,304.2765610664843,Standard
12142,0x10c32,CUS_0xab1e,January,Sarahb,27,752-72-2018,Teacher,175191.4,14862.283333333333,2,3,3,1,Mortgage Loan,24,,2.8,2.0,Good,436.11,36.817020586377495,19 Years and 11 Months,No,123.71728347767994,449.68209650905294,High_spent_Small_value_payments,1172.8289533466004,Poor
